Name,Symbol,Y_start,Y_end,Elev,Lat,Lon
Walker,CWAK,2001,2022,5440,38.56527777777777,-119.45916666666668
Wawona,CWAW,2004,2022,4052,37.54,-119.65166666666669
White Cloud,CWHC,1993,2022,4320,39.31666666666667,-120.8375
White Horse,CWHI,1995,1996,3400,39.516666666666666,-121.58333333333331
Woodacre,CWOO,2003,2022,1400,37.99055555555556,-122.64472222222224
White Wolf,CWWO,1988,2022,8025,37.85111111111111,-119.65
Arroyo Grande,CAGD,1997,2019,1048,35.17916666666667,-120.39194444444443
Alcalde,CALC,2017,2022,-9999,-9999.0,-9999.0
Arroyo Seco (Mt. Diablo),CARR,1996,2022,-9999,-9999.0,-9999.0
Ash Mountain,CASM,2004,2022,1730,36.49138888888889,-118.82527777777776
Altamont,CATT,2005,2022,1436,37.69305555555555,-121.60944444444443
Bradley,CBDY,2002,2022,537,35.864444444444445,-120.80305555555556
Bear Peak,CBEA,1991,2022,8228,35.884166666666665,-118.05166666666666
Bear Valley,CBEY,2002,2009,4000,35.13972222222222,-118.625
Blue Max,CBMX,2005,2022,5350,35.709722222222226,-117.97194444444445
Branch Mountain,CBRA,1996,2022,3770,35.18888888888888,-120.08333333333331
Breckenridge,CBRE,2004,2022,7501,35.45055555555556,-118.58388888888888
Blackrock,CBRK,1999,2022,8200,36.09305555555556,-118.26027777777776
Bird Springs Pass,CBSP,2011,2022,7466,35.53583333333333,-118.14027777777778
Big Sur,CBSR,2001,2022,450,36.23555555555556,-121.785
Cahoon,CCAH,1990,1997,2240,36.346944444444446,-121.51083333333334
Cedar Grove,CCDG,1999,2022,4720,36.78777777777778,-118.65611111111112
Case Mountain,CCMO,2002,2022,6450,36.41083333333333,-118.80916666666668
Corralitos,CCOR,1990,2022,450,36.99111111111111,-121.79777777777778
Delonagha,CDEL,1997,2002,3120,35.57,-118.61666666666666
Democrat,CDMC,2002,2022,2356,35.531666666666666,-118.63027777777778
Eureka Valley,CEUR,2013,2022,2975,37.17638888888889,-117.78861111111112
Fancher Creek,CFAN,1990,2022,920,36.88388888888889,-119.46583333333334
Fence Meadow,CFEN,1999,2022,5048,36.96138888888889,-119.175
Fort Hunter Liggett,CFHL,2001,2022,1100,36.01166666666666,-121.24166666666667
Five Mile,CFIV,1998,2022,4150,35.87166666666667,-117.91833333333334
Fort Ord #1,CFO1,2001,2012,-9999,-9999.0,-9999.0
Fort Ord #2,CFO2,2001,2012,-9999,-9999.0,-9999.0
Fountain Springs,CFOU,1990,2022,210,35.89222222222222,-118.915
Fort Ord (Portable),CFTO,2001,2005,-9999,-9999.0,-9999.0
Golden Gate NRA #2,CGG2,1994,1998,-9999,-9999.0,-9999.0
Golden Gate NRA #3,CGG3,1995,1999,-9999,-9999.0,-9999.0
Hastings,CHAS,1997,2022,1885,36.38861111111111,-121.55166666666666
Hernandez,CHER,1990,2022,3733,36.3825,-120.85583333333332
Hollister,CHLR,2002,2022,404,36.84222222222223,-121.3622222222222
Hunter Mountain,CHNM,1989,2022,6880,36.5625,-117.47361111111113
Hart Flat,CHTF,2005,2022,2685,35.25111111111111,-118.60027777777778
Indian Wells Canyon,CINW,1996,2022,4000,35.684999999999995,-117.88944444444444
Jawbone,CJAW,1991,2022,4300,35.29472222222222,-118.22638888888888
Johnsondale,CJOH,1998,2022,4700,35.97166666666667,-118.545
Kernville,CKER,1999,2006,2720,35.755,-118.41666666666669
Kettleman Hills,CKET,1988,2022,810,36.03333333333333,-120.05694444444444
River Kern,CKV1,2004,2022,3010,35.7775,-118.4327777777778
La Panza,CLAP,1990,2022,1630,35.38111111111111,-120.1875
Laural Mountain,CLAR,1996,2022,4390,35.47833333333333,-117.69888888888887
Lake County,CLCR,2013,2021,1390,39.032222222222224,-122.92222222222225
Las Tablas,CLST,1990,2022,994,35.656388888888884,-120.92416666666666
Los Vaqueros,CLVA,2003,2007,-9999,-9999.0,-9999.0
Lynch Canyon,CLYC,2007,2022,3141,35.611666666666665,-118.405
Milo,CMIO,2001,2022,1923,36.231388888888894,-118.86888888888888
Milk Ranch,CMLK,1997,1999,6225,36.486666666666665,-118.78
Marquez,CMRQ,2011,2022,2571,36.359722222222224,-120.77305555555556
Mtn Home,CMTH,2018,2022,-9999,-9999.0,-9999.0
Oak Creek,COCR,1994,2022,4900,36.84361111111112,-118.26555555555557
Oak Opening,COKO,1996,2022,3240,36.17527777777777,-118.70166666666668
Opal Mountain,COPA,1991,2022,3240,35.15416666666667,-117.17555555555556
Panamint,CPAN,1988,2015,6880,36.12027777777778,-117.08777777777776
Parkfield,CPAR,1990,2022,1535,35.89888888888889,-120.43194444444444
Peppermint,CPEP,2004,2022,7385,36.07333333333334,-118.54138888888887
Pinehurst,CPIH,2001,2022,4060,36.68527777777778,-119.0
Piutes,CPIU,2004,2022,6200,35.431666666666665,-118.32972222222222
Park Ridge,CPKR,1997,2022,7540,36.72416666666667,-118.9425
Pinnacles,CPNN,2001,2022,1322,36.47083333333334,-121.14722222222224
Panoche Road,CPRD,1990,2022,2032,36.72694444444445,-120.76583333333332
Rattlesnake,CRTL,1992,2022,8600,36.40694444444444,-118.42166666666668
Shadequarter,CSHQ,1990,2022,4069,36.56722222222223,-118.95555555555556
Santa Rita,CSNR,1991,2022,5000,36.34777777777778,-120.59777777777778
Red Mountain,CSQS,1991,2022,-9999,-9999.0,-9999.0
Saratoga Spring,CSRT,2013,2022,198,35.68055555555555,-116.42222222222225
Sugarloaf,CSUG,1992,2022,8120,36.72666666666667,-118.675
Mount Tom,CTOM,1999,2022,9018,37.37611111111112,-119.17833333333334
Trimmer,CTRM,1999,2022,1540,36.91111111111111,-119.305
Twisselman,CTWI,2005,2022,3232,35.362500000000004,-119.82333333333332
Walker Pass,CWAL,1991,2022,5572,35.664722222222224,-118.05694444444444
Woody,CWDY,2010,2022,1591,35.70611111111111,-118.8325
Wofford Heights,CWOF,1997,2022,3150,35.72166666666667,-118.49888888888889
Wolverton,CWOL,1996,2022,5240,36.44499999999999,-118.70333333333332
Walker Passe,CWPS,2005,2022,5217,35.6625,-118.02555555555556
San Luis Obispo,CSLO,2019,2022,-9999,-9999.0,-9999.0
San Simeon,CSSM,2015,2022,-9999,-9999.0,-9999.0
Acton,CACT,1995,2022,2600,34.44583333333333,-118.2
Arroyo Grande,CAGD,1997,2019,1048,35.17916666666667,-120.39194444444443
Angelus Hill,CAHL,2008,2010,4028,33.808055555555555,-116.855
Alcalde,CALC,2017,2022,-9999,-9999.0,-9999.0
Aliso Laguna,CALG,2016,2022,-9999,-9999.0,-9999.0
Alpine,CALP,2001,2022,2041,32.83361111111111,-116.73916666666666
Ammo Dump,CAMM,2001,2013,1068,33.38138888888889,-117.28555555555556
Anacapa Island,CANA,2004,2022,277,34.01583333333333,-119.35972222222222
Anza,CANZ,1995,2022,3920,33.555,-116.67305555555556
Apple Valley,CAPP,2004,2022,3162,34.5925,-117.16833333333334
Arroyo Seco (Mt. Diablo),CARR,1996,2022,-9999,-9999.0,-9999.0
Ash Mountain,CASM,2004,2022,1730,36.49138888888889,-118.82527777777776
Banner Queen,CBAN,1998,2001,3700,33.035,-116.53083333333332
Bell Canyon,CBCN,1993,2022,700,33.541666666666664,-117.59166666666668
Bernadette,CBDT,2008,2010,4406,33.64305555555556,-116.7786111111111
Bradley,CBDY,2002,2022,537,35.864444444444445,-120.80305555555556
Bear Peak,CBEA,1991,2022,8228,35.884166666666665,-118.05166666666666
Beaumont,CBEU,2003,2022,2604,33.93055555555555,-116.95
Beverly Hills,CBEV,1997,2022,1260,34.125,-118.41222222222224
Bear Valley,CBEY,2002,2009,4000,35.13972222222222,-118.625
Big Pines,CBIP,2002,2022,6917,34.37888888888889,-117.69194444444445
Boulevard,CBLV,2005,2016,3267,32.66222222222222,-116.27166666666666
Blue Max,CBMX,2005,2022,5350,35.709722222222226,-117.97194444444445
Banning,CBNN,2017,2022,-9999,-9999.0,-9999.0
Boron,CBOR,1991,1996,2893,35.07666666666667,-117.585
Big Pine Flat,CBPI,2001,2022,6861,34.31944444444445,-117.01305555555555
Branch Mountain,CBRA,1996,2022,3770,35.18888888888888,-120.08333333333331
Breckenridge,CBRE,2004,2022,7501,35.45055555555556,-118.58388888888888
Blackrock,CBRK,1999,2022,8200,36.09305555555556,-118.26027777777776
Burro Canyon (BAER),CBRR,2003,2006,-9999,-9999.0,-9999.0
Bouquet Reservoir,CBRS,2002,2003,-9999,-9999.0,-9999.0
Barrett,CBRT,2009,2022,2395,32.6675,-116.69944444444444
Bird Springs Pass,CBSP,2011,2022,7466,35.53583333333333,-118.14027777777778
Big Sur,CBSR,2001,2022,450,36.23555555555556,-121.785
Burns Canyon,CBUR,1991,2022,6000,34.21027777777778,-116.63388888888888
Buttercup,CBUU,2000,2022,217,32.73972222222222,-114.88388888888888
Cahuilla,CCAA,2000,2022,278,32.97361111111111,-115.17361111111111
Cabazon,CCAB,2010,2022,-9999,-9999.0,-9999.0
Camp Elliot,CCAE,2004,2022,539,32.85916666666667,-117.10555555555555
Cahoon,CCAH,1990,1997,2240,36.346944444444446,-121.51083333333334
Cameron Fire Station,CCAM,1994,2022,-9999,-9999.0,-9999.0
Carrizo,CCAR,1991,2022,2490,35.09638888888889,-119.77277777777778
Case Springs,CCAS,1992,2022,2320,33.44499999999999,-117.41805555555555
Cedar Grove,CCDG,1999,2022,4720,36.78777777777778,-118.65611111111112
Catalina - Dakin Peak,CCDP,2016,2022,-9999,-9999.0,-9999.0
Cheeseboro,CCHB,1995,2022,1650,34.18472222222222,-118.71722222222222
Chino Hills,CCHH,2020,2022,-9999,-9999.0,-9999.0
Chilao,CCHI,1986,2022,5450,34.33166666666667,-118.03027777777778
Chuchupate,CCHU,1999,2022,4900,34.80833333333333,-119.0125
Claremont,CCLA,1998,2022,1645,34.136944444444445,-117.70694444444445
Clear Creek,CCLE,2002,2022,3000,34.27111111111111,-118.1525
Clark,CCLK,2000,2022,1720,33.876666666666665,-117.30888888888887
Case Mountain,CCMO,2002,2022,6450,36.41083333333333,-118.80916666666668
Corona #2,CCO2,2010,2022,1968,33.81888888888889,-117.5736111111111
Corona,CCOA,2001,2011,640,33.87444444444444,-117.54916666666666
Converse,CCON,1997,2022,5618,34.19416666666666,-116.91305555555556
Corralitos,CCOR,1990,2022,450,36.99111111111111,-121.79777777777778
Covington,CCOV,2001,2004,4646,34.05333333333333,-116.33416666666666
Camp 9,CCP9,1995,2022,4000,34.361666666666665,-118.42166666666668
Carpinteria,CCRP,2019,2022,-9999,-9999.0,-9999.0
Cranston,CCRT,2002,2022,-9999,-9999.0,-9999.0
Crystal Lake (BAER),CCRY,2003,2005,5448,34.31805555555556,-117.84166666666668
Casitas,CCS2,2004,2022,-9999,-9999.0,-9999.0
Casitas,CCST,1985,1991,-9999,-9999.0,-9999.0
Cathedral Canyon,CCTH,2005,2022,605,33.76861111111111,-116.48
Cuyama Valley,CCUY,2019,2022,-9999,-9999.0,-9999.0
Delonagha,CDEL,1997,2002,3120,35.57,-118.61666666666666
Descanso,CDES,1997,2022,3480,32.856944444444444,-116.62222222222222
Democrat,CDMC,2002,2022,2356,35.531666666666666,-118.63027777777778
Delnorte,CDNO,1999,2010,800,34.009166666666665,-119.65416666666668
DWP Powerplant #1,CDP1,2000,2004,3000,34.598888888888894,-118.45111111111112
Dos Palmas,CDPA,2010,2022,-9999,-9999.0,-9999.0
Devore 2,CDV2,2017,2022,-9999,-9999.0,-9999.0
Del Valle,CDVA,1998,2022,1278,34.43111111111111,-118.6827777777778
Devore,CDVR,1990,2017,2057,34.221111111111114,-117.40444444444444
Eel Point,CEEP,2002,2022,-9999,-9999.0,-9999.0
El Cariso,CELC,1995,2022,3038,33.64722222222222,-117.41111111111113
El Mirage,CELM,1997,2022,2880,34.63444444444444,-117.55027777777778
CalFire Portable #31,CF31,2016,2017,-9999,-9999.0,-9999.0
Fancher Creek,CFAN,1990,2022,920,36.88388888888889,-119.46583333333334
Fawnskin,CFAW,1995,2022,6900,34.26611111111111,-116.89888888888888
Fence Meadow,CFEN,1999,2022,5048,36.96138888888889,-119.175
Fort Hunter Liggett,CFHL,2001,2022,1100,36.01166666666666,-121.24166666666667
Figueroa,CFIG,2002,2022,3200,34.73305555555556,-120.00666666666666
Fish Creek Mtn,CFIS,1988,2022,760,32.99027777777778,-116.06694444444445
Five Mile,CFIV,1998,2022,4150,35.87166666666667,-117.91833333333334
Fallbrook,CFLB,2018,2022,-9999,-9999.0,-9999.0
Fort Ord #1,CFO1,2001,2012,-9999,-9999.0,-9999.0
Fort Ord #2,CFO2,2001,2012,-9999,-9999.0,-9999.0
Fountain Springs,CFOU,1990,2022,210,35.89222222222222,-118.915
Fremont Canyon,CFRE,1991,2022,1781,33.808055555555555,-117.71111111111112
Fort Ord (Portable),CFTO,2001,2005,-9999,-9999.0,-9999.0
Gaviota,CGAV,2018,2022,-9999,-9999.0,-9999.0
Glen Annie,CGLN,1992,1995,760,34.473333333333336,-119.86944444444444
Goose Valley,CGOO,2000,2022,1530,33.07361111111111,-116.84583333333332
Granite Mountain,CGRA,1991,2005,4720,34.535555555555554,-117.02583333333334
Grapevine Peak,CGRP,2005,2022,4647,34.901666666666664,-118.90333333333334
Grass Mountain,CGRS,2004,2022,4626,34.64083333333333,-118.41416666666667
Hawkins,CHAK,2002,2003,7832,34.311388888888885,-117.80944444444444
Harper,CHAR,-9999,-9999,2750,35.09,-117.44972222222222
Hastings,CHAS,1997,2022,1885,36.38861111111111,-121.55166666666666
Highland Springs California,CHC3,2009,2022,-9999,-9999.0,-9999.0
Henninger Flats,CHEN,2009,2022,2800,34.19499999999999,-118.09333333333332
Hernandez,CHER,1990,2022,3733,36.3825,-120.85583333333332
Hollister,CHLR,2002,2022,404,36.84222222222223,-121.3622222222222
Hunter Mountain,CHNM,1989,2022,6880,36.5625,-117.47361111111113
Hoeppel,CHOE,2012,2022,-9999,-9999.0,-9999.0
Horse Thief Springs,CHOR,1991,2022,5000,35.77055555555555,-115.90916666666668
Heaps Peak,CHPP,2011,2022,6350,34.236111111111114,-117.13916666666668
Horse,CHRE,2002,2003,3555,34.20527777777778,-117.81138888888889
Harmon,CHRM,2020,2022,-9999,-9999.0,-9999.0
Hart Flat,CHTF,2005,2022,2685,35.25111111111111,-118.60027777777778
Indian Mountain,CIMT,2008,2010,5519,33.776666666666664,-116.79583333333332
Indian Wells Canyon,CINW,1996,2022,4000,35.684999999999995,-117.88944444444444
Japatul Fire Station,CJAP,2020,2022,-9999,-9999.0,-9999.0
Jawbone,CJAW,1991,2022,4300,35.29472222222222,-118.22638888888888
Juniper Flat,CJFL,1990,2000,2120,33.778055555555554,-117.085
Johnsondale,CJOH,1998,2022,4700,35.97166666666667,-118.545
Julian,CJUL,1993,2022,4240,33.075833333333335,-116.59083333333332
Keenwild,CKEE,1990,2022,4920,33.666666666666664,-116.76666666666668
Kernville,CKER,1999,2006,2720,35.755,-118.41666666666669
Kettleman Hills,CKET,1988,2022,810,36.03333333333333,-120.05694444444444
Kenworthy,CKNW,2017,2022,-9999,-9999.0,-9999.0
River Kern,CKV1,2004,2022,3010,35.7775,-118.4327777777778
Mt. Laguna,CLAG,1996,2022,5760,32.87972222222222,-116.42027777777778
La Panza,CLAP,1990,2022,1630,35.38111111111111,-120.1875
Laural Mountain,CLAR,1996,2022,4390,35.47833333333333,-117.69888888888887
Leo Carrillo,CLEO,1999,2022,50,34.04555555555555,-118.93583333333332
Las Flores,CLFL,2014,2022,100,33.288888888888884,-117.4388888888889
Lost Horse,CLHO,1991,2022,4200,34.01777777777777,-116.18777777777778
Los Prietos,CLOP,1997,2022,1020,34.53583333333333,-119.78333333333332
Lake Palmdale,CLPA,2004,2022,2980,34.53722222222222,-118.10138888888888
Las Flores,CLSF,1992,2010,100,33.288888888888884,-117.4388888888889
Lake Skinner,CLSK,2022,2022,-9999,-9999.0,-9999.0
Las Tablas,CLST,1990,2022,994,35.656388888888884,-120.92416666666666
Little Tujunga,CLTU,2002,2022,1390,34.29361111111111,-118.36083333333332
Lynch Canyon,CLYC,2007,2022,3141,35.611666666666665,-118.405
Lytle Creek,CLYT,2002,2022,2792,34.23388888888889,-117.4802777777778
Malibu Hills,CMAL,1995,2022,1575,34.05833333333333,-118.63333333333334
Lake Mathews California,CMC3,2005,2022,-9999,-9999.0,-9999.0
Mill Creek (BDF),CMCB,1998,2022,2950,34.08361111111111,-117.0347222222222
Malibu Canyon,CMCN,2004,2022,-9999,-9999.0,-9999.0
Means Lake,CMEA,1995,2022,2900,34.39055555555556,-116.51694444444443
Mid Hills,CMID,1991,2022,5413,35.12305555555555,-115.4113888888889
Mill Creek (ANF),CMIL,1989,2022,5021,34.390277777777776,-118.0825
Milo,CMIO,2001,2022,1923,36.231388888888894,-118.86888888888888
Miramar East,CMIS,2012,2022,900,32.87555555555556,-117.05944444444444
Milk Ranch,CMLK,1997,1999,6225,36.486666666666665,-118.78
Miller Ranch,CMLL,2020,2022,-9999,-9999.0,-9999.0
Montecito #2,CMN2,2011,2022,372,34.44499999999999,-119.6261111111111
Montecito,CMNC,1996,2022,-9999,-9999.0,-9999.0
Mojave River Sink,CMOJ,1988,2011,950,35.05305555555555,-116.07944444444443
Mormon Rock,CMOR,1999,2022,3300,34.3175,-117.50194444444443
Marquez,CMRQ,2011,2022,2571,36.359722222222224,-120.77305555555556
Mountain Springs Grade,CMSG,2014,2022,2044,32.67472222222222,-116.09444444444443
Mt. San Jacinto,CMSJ,2008,2022,8616,33.81527777777777,-116.64194444444443
Mtn Home,CMTH,2018,2022,-9999,-9999.0,-9999.0
Mateo Ridge,CMTR,2014,2022,810,33.41555555555556,-117.52472222222222
Mt. Washington,CMTW,2009,2019,920,34.10416666666667,-118.215
Mission Valley,CMVA,2016,2022,300,32.78,-117.2
Newhall Pass,CNEW,2005,2022,2135,34.33694444444445,-118.52027777777778
San Clemente Isl. Nursery,CNSC,2012,2021,704,32.97888888888889,-118.55277777777778
Oak Creek,COCR,1994,2022,4900,36.84361111111112,-118.26555555555557
Oak Grove #2,COG2,2010,2011,-9999,-9999.0,-9999.0
Ojai,COJA,2000,2013,765,34.44833333333333,-119.2302777777778
Oak Grove,COKG,1995,2022,2752,33.39333333333333,-116.795
Oak Opening,COKO,1996,2022,3240,36.17527777777777,-118.70166666666668
Opal Mountain,COPA,1991,2022,3240,35.15416666666667,-117.17555555555556
Otay Mountain,COTA,2010,2022,3283,32.600833333333334,-116.8411111111111
OX Ranch,COXR,2013,2022,4324,35.202222222222225,-115.19833333333334
Ozena,COZE,2001,2022,3670,34.68194444444444,-119.35388888888887
Palomar,CPAL,2004,2022,5530,33.358333333333334,-116.8672222222222
Panamint,CPAN,1988,2015,6880,36.12027777777778,-117.08777777777776
Parkfield,CPAR,1990,2022,1535,35.89888888888889,-120.43194444444444
Peppermint,CPEP,2004,2022,7385,36.07333333333334,-118.54138888888887
Poppet Flats,CPFL,2008,2022,3823,33.85638888888889,-116.86027777777775
Pine Hills,CPHI,2001,2022,-9999,-9999.0,-9999.0
Picacho Wash,CPIC,1988,1996,840,32.95,-114.73222222222222
Pinehurst,CPIH,2001,2022,4060,36.68527777777778,-119.0
Piru,CPIR,2001,2012,614,34.404444444444444,-118.81
Piutes,CPIU,2004,2022,6200,35.431666666666665,-118.32972222222222
Park Ridge,CPKR,1997,2022,7540,36.72416666666667,-118.9425
Pala,CPLA,2009,2022,455,33.361111111111114,-117.10583333333332
Pinnacles,CPNN,2001,2022,1322,36.47083333333334,-121.14722222222224
Pinyon,CPNY,2006,2021,4060,33.57777777777778,-116.4538888888889
Poppy Park,CPOP,1995,2022,-9999,-9999.0,-9999.0
Potrero,CPOT,1990,2022,2345,32.60583333333334,-116.60888888888888
Panoche Road,CPRD,1990,2022,2032,36.72694444444445,-120.76583333333332
Porter Ranch,CPRT,2020,2022,-9999,-9999.0,-9999.0
Purisima Hills,CPUR,2020,2022,-9999,-9999.0,-9999.0
Rock Camp,CRCC,2003,2022,4900,34.28805555555555,-117.2125
Ranchita,CRCH,1995,2022,4415,33.22222222222222,-116.4975
Refugio,CRFU,2015,2022,1465,34.516666666666666,-120.07527777777776
Ranger Peak,CRGP,2008,2010,5106,33.839444444444446,-116.82027777777778
Rice Valley,CRIC,1988,2022,820,34.06083333333333,-114.73222222222222
Roblar Canyon,CROB,2014,2022,915,33.37222222222222,-117.35972222222222
Rose Valley,CROS,1993,2022,3331,34.543055555555554,-119.18416666666668
Rattlesnake,CRTL,1992,2022,8600,36.40694444444444,-118.42166666666668
Saddleback Butte,CSAD,1998,2022,2590,34.68472222222222,-117.82083333333333
Sage,CSAG,2010,2022,2560,33.605555555555554,-116.93916666666668
Saugus,CSAU,1994,2022,1450,34.425,-118.525
Santa Barbara Island,CSBB,1995,2022,176,33.483333333333334,-119.03333333333332
Santa Barbara Botanic Garden,CSBG,2011,2022,-9999,-9999.0,-9999.0
OP1 - San Clemente Island,CSC1,2012,2022,-9999,-9999.0,-9999.0
OP3 - San Clemente Island,CSC3,2015,2022,-9999,-9999.0,-9999.0
San Clemente NRO,CSCE,2014,2022,700,32.99611111111111,-118.55305555555556
Santa Cruz Island,CSCI,1990,2022,250,33.99583333333334,-119.72222222222224
San Clemente Island,CSCL,2000,2006,935,32.84,-118.3875
Sedgwick,CSED,2017,2022,-9999,-9999.0,-9999.0
Santa Fe Dam,CSFD,1993,2022,500,34.12083333333334,-117.94583333333334
Shadequarter,CSHQ,1990,2022,4069,36.56722222222223,-118.95555555555556
Simi Valley,CSIV,2001,2012,914,34.29111111111111,-118.81444444444443
San Marcos,CSMA,1992,1995,2200,34.5125,-119.82305555555556
San Miguel,CSMI,2002,2022,425,32.684999999999995,-116.97361111111113
San Marcos Pass,CSMP,2015,2022,1491,34.49138888888889,-119.79638888888888
Santa Rita,CSNR,1991,2022,5000,36.34777777777778,-120.59777777777778
San Pasqual,CSPQ,2009,2022,255,33.09138888888889,-117.01222222222222
Red Mountain,CSQS,1991,2022,-9999,-9999.0,-9999.0
Senator Wash,CSQU,1986,2022,-9999,-9999.0,-9999.0
San Rafael Hills,CSRH,2004,2022,1770,34.19416666666666,-118.2125
Santa Rosa Island,CSRI,1990,2022,1298,33.97777777777778,-120.07777777777775
Santa Rosa Plateau,CSRO,1993,2022,1980,33.52861111111111,-117.23055555555555
Saratoga Spring,CSRT,2013,2022,198,35.68055555555555,-116.42222222222225
Sunset,CSS1,2002,2003,5553,34.209722222222226,-117.69083333333332
Sugarloaf,CSUG,1992,2022,8120,36.72666666666667,-118.675
Santa Ysabel,CSYS,2009,2014,2920,33.11083333333333,-116.67111111111112
Talega,CTAL,2001,2018,1203,33.47805555555556,-117.48583333333332
Tanbark,CTAN,1986,2022,2600,34.206944444444446,-117.76055555555556
Target Range,CTAR,1992,2011,918,33.37222222222222,-117.35888888888888
Temescal (LPF),CTE2,2001,2022,1140,34.480555555555554,-118.75555555555556
Temescal,CTEM,1985,1991,1060,34.483333333333334,-118.6
Tepusquet,CTEP,2015,2022,3200,34.919999999999995,-120.18111111111112
Thousand Oaks,CTHS,2002,2012,-9999,-9999.0,-185.3505555555556
Talega Ridge,CTLR,2014,2022,1215,33.4775,-117.4863888888889
Temescal (CNF),CTM2,2000,2011,1125,33.7625,-117.48277777777778
Temescal #2 (CNF),CTMC,2010,2022,1486,33.75611111111111,-117.49666666666668
Tonner Canyon,CTON,2004,2022,1340,33.9475,-117.82222222222222
Topanga,CTOP,2011,2022,1600,34.13611111111111,-118.6061111111111
Trimmer,CTRM,1999,2022,1540,36.91111111111111,-119.305
Twisselman,CTWI,2005,2022,3232,35.362500000000004,-119.82333333333332
Valley Center,CVAL,1990,2022,1483,33.23722222222222,-117.00861111111112
Valyermo,CVAY,2002,2022,3780,34.44555555555555,-117.85111111111112
Vista Grande,CVIS,2008,2022,4700,33.837500000000006,-116.80833333333334
Vandenberg,CVND,2002,2022,1050,34.75861111111111,-120.48611111111111
Walker Pass,CWAL,1991,2022,5572,35.664722222222224,-118.05694444444444
Warm Springs,CWAR,1986,2022,4930,34.59583333333334,-118.5786111111111
Wood Canyon,CWCN,2008,2010,4741,34.00888888888889,-116.82222222222222
Woody,CWDY,2010,2022,1591,35.70611111111111,-118.8325
Whittier Hills,CWHH,1999,2022,950,33.98388888888889,-118.01
Wiley Ridge,CWIL,2003,2022,1645,34.37166666666667,-118.84083333333332
Wire Mountain,CWIR,2014,2022,245,33.23555555555556,-117.36805555555554
Wilson Canyon,CWLS,2013,2022,3075,33.97611111111112,-115.995
Wofford Heights,CWOF,1997,2022,3150,35.72166666666667,-118.49888888888889
Wolverton,CWOL,1996,2022,5240,36.44499999999999,-118.70333333333332
Whitaker Peak,CWPK,1999,2022,4120,34.56861111111112,-118.74027777777778
Walker Passe,CWPS,2005,2022,5217,35.6625,-118.02555555555556
White Water California,CWWR,2009,2022,-9999,-9999.0,-9999.0
Yucca Valley,CYUC,1990,2022,3260,34.123333333333335,-116.40777777777778
